,gene_name,b_number,condition,reported_tot_per_cell,reported_fg_per_cell,cog_class,cog_category,cog_letter,gene_product,growth_rate_hr,corrected_volume,dataset,dataset_name,strain
0,cuer,b0487,M9_glucose,84.02502056,0.0021250011724644564,information storage and processing,transcription,K,DNA-binding transcriptional dual regulator CueR,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,qmca,b0489,M9_glucose,293.5918973,0.01644507450838588,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,PHB domain-containing protein QmcA,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,feta,b0490,M9_glucose,744.0784331,0.03135108998964737,metabolism,inorganic ion transport and metabolism,P,putative iron ABC exporter ATP-binding subunit FetA,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,fetb,b0491,M9_glucose,19.71586701,0.0009217936745988391,metabolism,inorganic ion transport and metabolism,P,putative iron ABC exporter membrane subunit FetB,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,cnox,b0492,M9_glucose,3117.412146,0.16451537822558676,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,chaperedoxin,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,ybbo,b0493,M9_glucose,27.35797149,0.0013356325829246942,poorly characterized,general function prediction only,R,NADP+-dependent aldehyde reductase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,ybba,b0495,M9_glucose,471.70794639999997,0.01921020234139179,metabolism,"secondary metabolites biosynthesis, transport, and catabolism",Q,putative ABC transporter ATP-binding protein YbbA,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,ybbp,b0496,M9_glucose,15.33541053,0.002274105203153493,metabolism,"secondary metabolites biosynthesis, transport, and catabolism",Q,putative ABC transporter membrane subunit YbbP,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,selu,b0503,M9_glucose,0.0,0.0,information storage and processing,"translation, ribosomal structure and biogenesis",J,EG11768-MONOMER,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,glxr,b0509,M9_glucose,0.0,0.0,metabolism,lipid transport and metabolism,I,tartronate semialdehyde reductase 2,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,glxk,b0514,M9_glucose,499.0299678,0.032086848442790236,metabolism,carbohydrate transport and metabolism,G,glycerate 2-kinase 2,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,alle,b0515,M9_glucose,1438.545827,0.0686068398721186,poorly characterized,function unknown,S,(S)-ureidoglycine aminohydrolase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,purk,b0522,M9_glucose,3655.573175,0.2394592712774005,metabolism,nucleotide transport and metabolism,F,5-(carboxyamino)imidazole ribonucleotide synthase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,pure,b0523,M9_glucose,11509.45601,0.339699292243948,metabolism,nucleotide transport and metabolism,F,N5-carboxyaminoimidazole ribonucleotide mutase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,ppib,b0525,M9_glucose,20282.3523,0.6111879985611539,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,peptidyl-prolyl cis-trans isomerase B,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,cyss,b0526,M9_glucose,4104.730649,0.3556967479029027,information storage and processing,"translation, ribosomal structure and biogenesis",J,cysteine&mdash;tRNA ligase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,ybcj,b0528,M9_glucose,1232.2144529999998,0.015116067580732199,information storage and processing,"translation, ribosomal structure and biogenesis",J,putative RNA-binding protein YbcJ,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,ybcl,b0545,M9_glucose,0.0,0.0,poorly characterized,general function prediction only,R,DLP12 prophage; periplasmic protein YbcL,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,ybcm,b0546,M9_glucose,0.0,0.0,information storage and processing,transcription,K,DLP12 prophage; putative DNA-binding transcriptional regulator,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,nine,b0548,M9_glucose,0.0,0.0,Not Assigned,Not Assigned,Not Assigned,DLP12 prophage; NinE family prophage protein,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,bord,b0557,M9_glucose,3027.428136,0.052501719283074726,Not Assigned,Not Assigned,Not Assigned,DLP12 prophage; prophage lipoprotein BorD,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,ompt,b0565,M9_glucose,41763.03887,2.4653941325696005,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,protease 7,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,ybch,b0567,M9_glucose,0.0,0.0,Not Assigned,Not Assigned,Not Assigned,DUF4434 domain-containing protein YbcH,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,nfra,b0568,M9_glucose,7.272254956,0.0013437038567064637,Not Assigned,Not Assigned,Not Assigned,bacteriophage N4 outer membrane receptor,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,cusr,b0571,M9_glucose,45.07262026,0.0018999930373448507,information storage and processing,transcription,K,"Pasp DNA-binding transcriptional activator CusR // ""DNA-binding transcriptional activator CusR""",0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,ybdg,b0577,M9_glucose,30.10651456,0.002329069470745869,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,miniconductance mechanosensitive channel YbdG,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,nfsb,b0578,M9_glucose,6908.397095,0.2741410860429186,metabolism,energy production and conversion,C,NAD(P)H nitroreductase NfsB,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,ybdf,b0579,M9_glucose,183.3015683,0.004275142477460901,information storage and processing,transcription,K,PF04237 family protein YbdF,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,entd,b0583,M9_glucose,43.935292100000005,0.0016963389918634743,metabolism,"secondary metabolites biosynthesis, transport, and catabolism",Q,phosphopantetheinyl transferase EntD,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,fepa,b0584,M9_glucose,15589.23952,2.124776244185942,metabolism,inorganic ion transport and metabolism,P,ferric enterobactin outer membrane transporter,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,entf,b0586,M9_glucose,4680.366859000001,1.1031783819136207,metabolism,"secondary metabolites biosynthesis, transport, and catabolism",Q,"seryl-[EntF peptidyl-carrier protein] // ""holo [EntF peptidyl-carrier protein]"" // ""apo-serine activating enzyme""",0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,fepc,b0588,M9_glucose,221.3650224,0.010944605473088256,metabolism,inorganic ion transport and metabolism,P,ferric enterobactin ABC transporter ATP binding subunit,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,ents,b0591,M9_glucose,1590.080643,0.11424430484794114,metabolism,carbohydrate transport and metabolism,G,YBDA-MONOMER,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,fepb,b0592,M9_glucose,3734.6632369999998,0.21253886319175785,metabolism,inorganic ion transport and metabolism,P,ferric enterobactin ABC transporter periplasmic binding protein,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,entc,b0593,M9_glucose,31198.08815,2.2233978919566275,metabolism,"secondary metabolites biosynthesis, transport, and catabolism",Q,isochorismate synthase EntC,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,entb,b0595,M9_glucose,28844.995389999996,1.5587731666772597,metabolism,"secondary metabolites biosynthesis, transport, and catabolism",Q,"holo EntB // ""enterobactin synthase component B""",0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,enta,b0596,M9_glucose,5325.615396,0.23206369088070003,metabolism,"secondary metabolites biosynthesis, transport, and catabolism",Q,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase",0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,csta,b0598,M9_glucose,185.6873429,0.023150439494917473,cellular processes and signaling,signal transduction mechanisms,T,carbon starvation protein A,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,hcxa,b0599,M9_glucose,806.9038308999999,0.052362184365521036,metabolism,energy production and conversion,C,hydroxycarboxylate dehydrogenase A,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,ybdl,b0600,M9_glucose,627.6765992,0.04476500375417314,metabolism,amino acid transport and metabolism,E,"methionine-oxo-acid transaminase, PLP-dependent",0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,dsbg,b0604,M9_glucose,560.9947437999999,0.025604753798096458,cellular processes and signaling,"posttranslational modification, protein turnover, chaperones",O,protein sulfenic acid reductase and chaperone DsbG,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,uspg,b0607,M9_glucose,1846.5241780000001,0.0488444422088738,cellular processes and signaling,signal transduction mechanisms,T,universal stress protein G,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,ybdr,b0608,M9_glucose,256.7485654,0.018827926877683265,metabolism,amino acid transport and metabolism,E,putative Zn2+-dependent alcohol dehydrogenase YbdR,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,rna,b0611,M9_glucose,1737.693638,0.08543523688267145,information storage and processing,"translation, ribosomal structure and biogenesis",J,RNase I,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,dpia,b0620,M9_glucose,97.75030559,0.004130143956782568,information storage and processing,transcription,K,"Pasp DNA-binding transcriptional dual regulator DpiA // ""DNA-binding transcriptional dual regulator DpiA""",0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,cspe,b0623,M9_glucose,31278.703360000003,0.3874987188716288,information storage and processing,transcription,K,transcription antiterminator and regulator of RNA stability,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,lipa,b0628,M9_glucose,215.6456997,0.012912760988100142,metabolism,coenzyme transport and metabolism,H,lipoyl synthase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,lipb,b0630,M9_glucose,0.0,0.0,metabolism,coenzyme transport and metabolism,H,lipoyl(octanoyl) transferase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,ybed,b0631,M9_glucose,13199.10734,0.21531466219809883,cellular processes and signaling,signal transduction mechanisms,T,DUF493 domain-containing protein YbeD,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,daca,b0632,M9_glucose,2405.05689,0.1774379783758056,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,D-alanyl-D-alanine carboxypeptidase DacA,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,rlpa,b0633,M9_glucose,788.5148468,0.04912169938337927,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,rare lipoprotein RlpA,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,mrdb,b0634,M9_glucose,113.3733163,0.007617571261927607,cellular processes and signaling,"cell cycle control, cell division, chromosome partitioning",D,SEDS family protein MrdB,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,mrda,b0635,M9_glucose,2.304723629,0.00027108763161888793,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,peptidoglycan DD-transpeptidase MrdA,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,rlmh,b0636,M9_glucose,220.0686426,0.006334909150002157,information storage and processing,"translation, ribosomal structure and biogenesis",J,23S rRNA m3&Psi;1915 methyltransferase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,rsfs,b0637,M9_glucose,2830.356618,0.054416775980462156,information storage and processing,"translation, ribosomal structure and biogenesis",J,ribosomal silencing factor RsfS,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,cobc,b0638,M9_glucose,0.0,0.0,metabolism,carbohydrate transport and metabolism,G,putative adenosylcobalamin phosphatase/&alpha;-ribazole phosphatase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,nadd,b0639,M9_glucose,593.2517237000001,0.024155121942996575,metabolism,coenzyme transport and metabolism,H,NICONUCADENYLYLTRAN-MONOMER,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,lpte,b0641,M9_glucose,4135.88734,0.14662804222783082,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,lipopolysaccharide assembly protein LptE,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,leus,b0642,M9_glucose,6063.68037,0.9787291891803227,information storage and processing,"translation, ribosomal structure and biogenesis",J,leucine&mdash;tRNA ligase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,ybel,b0643,M9_glucose,0.0,0.0,Not Assigned,Not Assigned,Not Assigned,DUF1451 domain-containing protein YbeL,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,riha,b0651,M9_glucose,217.0183372,0.012184750623731897,metabolism,nucleotide transport and metabolism,F,pyrimidine-specific ribonucleoside hydrolase RihA,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,gltl,b0652,M9_glucose,385.02480249999996,0.017040142790691153,metabolism,amino acid transport and metabolism,E,glutamate/aspartate ABC transporter ATP binding subunit,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,gltj,b0654,M9_glucose,174.5537281,0.007969246965330938,metabolism,amino acid transport and metabolism,E,glutamate/aspartate ABC transporter membrane subunit GltJ,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,glti,b0655,M9_glucose,11834.095659999999,0.656522491748952,cellular processes and signaling,signal transduction mechanisms,T,glutamate/aspartate ABC transporter periplasmic binding protein,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,lnt,b0657,M9_glucose,366.95174289999994,0.034761177146150124,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,apolipoprotein N-acyltransferase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,ybex,b0658,M9_glucose,890.1989570000001,0.04920546248450877,metabolism,inorganic ion transport and metabolism,P,CorC-HlyC family protein YbeX,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,ybez,b0660,M9_glucose,5916.067375,0.38338920805935744,cellular processes and signaling,signal transduction mechanisms,T,PhoH-like protein,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,miab,b0661,M9_glucose,264.23270759999997,0.02353800284797841,information storage and processing,"translation, ribosomal structure and biogenesis",J,isopentenyl-adenosine A37 tRNA methylthiolase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,ubif,b0662,M9_glucose,185.0881757,0.013197460648369548,metabolism,energy production and conversion,C,OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-MON,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,umph,b0675,M9_glucose,3612.6510200000002,0.1628965298293916,metabolism,nucleotide transport and metabolism,F,UMP phosphatase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,nagc,b0676,M9_glucose,474.51858489999995,0.03508498360145129,information storage and processing,transcription,K,DNA-binding transcriptional dual regulator NagC,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,naga,b0677,M9_glucose,1268.164481,0.08620391177189855,metabolism,carbohydrate transport and metabolism,G,N-acetylglucosamine-6-phosphate deacetylase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,nagb,b0678,M9_glucose,2172.253222,0.10736326793683447,metabolism,carbohydrate transport and metabolism,G,glucosamine-6-phosphate deaminase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,nage,b0679,M9_glucose,922.7609674,0.10469278677255374,metabolism,carbohydrate transport and metabolism,G,N-acetylglucosamine-specific PTS enzyme IIABC component,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,glns,b0680,M9_glucose,4651.062139,0.4900986032826737,information storage and processing,"translation, ribosomal structure and biogenesis",J,glutamine&mdash;tRNA ligase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,fur,b0683,M9_glucose,7627.833417,0.21266170731593495,metabolism,inorganic ion transport and metabolism,P,DNA-binding transcriptional dual regulator Fur,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,flda,b0684,M9_glucose,5345.006624000001,0.1751206969248941,metabolism,energy production and conversion,C,"oxidized flavodoxin 1 // ""flavodoxin 1""",0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,ybfe,b0685,M9_glucose,0.0,0.0,Not Assigned,Not Assigned,Not Assigned,ribbon-helix-helix domain-containing protein YbfE,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,ybff,b0686,M9_glucose,315.7828693,0.014906662974111607,poorly characterized,general function prediction only,R,esterase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,seqa,b0687,M9_glucose,1894.566489,0.06389027625189811,information storage and processing,"Replication, recombination, and repair",L,negative modulator of initiation of replication,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,pgm,b0688,M9_glucose,6240.053388,0.6045317545899329,metabolism,carbohydrate transport and metabolism,G,PHOSPHOGLUCMUT-MONOMER,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,spef,b0693,M9_glucose,0.0,0.0,metabolism,amino acid transport and metabolism,E,"ornithine decarboxylase, degradative",0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,kdpe,b0694,M9_glucose,0.0,0.0,information storage and processing,transcription,K,"KdpE-Phosphorylated // ""DNA-binding transcriptional activator KdpE""",0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,kdpd,b0695,M9_glucose,48.34951981,0.007923126708361943,cellular processes and signaling,signal transduction mechanisms,T,sensory histidine kinase KdpD,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,ybfa,b0699,M9_glucose,0.0,0.0,Not Assigned,Not Assigned,Not Assigned,DUF2517 domain-containing protein YbfA,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,ybga,b0707,M9_glucose,0.0,0.0,poorly characterized,function unknown,S,DUF1722 domain-containing protein YbgA,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,phr,b0708,M9_glucose,26.65422246,0.0023745505802229613,information storage and processing,"Replication, recombination, and repair",L,deoxyribodipyrimidine photolyase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,ybgi,b0710,M9_glucose,21677.86703,0.9677155922834617,metabolism,coenzyme transport and metabolism,H,radiation resistance protein YbgI,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,pxpb,b0711,M9_glucose,0.0,0.0,metabolism,amino acid transport and metabolism,E,5-oxoprolinase component B,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,pxpc,b0712,M9_glucose,702.7903704,0.04011580846311351,metabolism,amino acid transport and metabolism,E,5-oxoprolinase component C,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,pxpa,b0713,M9_glucose,0.0,0.0,poorly characterized,general function prediction only,R,5-oxoprolinase component A,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,nei,b0714,M9_glucose,0.0,0.0,information storage and processing,"Replication, recombination, and repair",L,endonuclease VIII,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,glta,b0720,M9_glucose,14968.28449,1.193045618447001,metabolism,energy production and conversion,C,citrate synthase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,sdha,b0723,M9_glucose,5341.411621,0.5712133362837829,metabolism,energy production and conversion,C,"succinate:quinone oxidoreductase, FAD binding protein",0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,sdhb,b0724,M9_glucose,810.7493946000001,0.03602824374711372,metabolism,energy production and conversion,C,"succinate:quinone oxidoreductase, iron-sulfur cluster binding protein",0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,succ,b0728,M9_glucose,13284.08013,0.9127807618430095,metabolism,energy production and conversion,C,succinyl-CoA synthetase subunit &beta;,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,sucd,b0729,M9_glucose,17430.316730000002,0.8615774185068887,metabolism,energy production and conversion,C,succinyl-CoA synthetase subunit &alpha;,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,mngr,b0730,M9_glucose,35.14060791,0.001649260476349454,information storage and processing,transcription,K,DNA-binding transcriptional repressor MngR,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,cyda,b0733,M9_glucose,3666.140305,0.3542235761111915,metabolism,energy production and conversion,C,cytochrome bd-I ubiquinol oxidase subunit I,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,cydb,b0734,M9_glucose,2439.6996440000003,0.17193046451797517,metabolism,energy production and conversion,C,cytochrome bd-I ubiquinol oxidase subunit II,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,ybgc,b0736,M9_glucose,0.0,0.0,metabolism,lipid transport and metabolism,I,esterase/thioesterase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,tolq,b0737,M9_glucose,1370.8944099999999,0.05825297747791879,cellular processes and signaling,"intracellular trafficking, secretion, and vesicular transport",U,Tol-Pal system protein TolQ,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,tolr,b0738,M9_glucose,504.651245,0.0128866631690461,cellular processes and signaling,"intracellular trafficking, secretion, and vesicular transport",U,Tol-Pal system protein TolR,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,tola,b0739,M9_glucose,42.78053361,0.0030648239517512377,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,Tol-Pal system protein TolA,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,tolb,b0740,M9_glucose,5857.566875,0.44685596989045007,cellular processes and signaling,"intracellular trafficking, secretion, and vesicular transport",U,Tol-Pal system periplasmic protein TolB,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,pal,b0741,M9_glucose,38004.62683,1.1875624984435473,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,peptidoglycan-associated outer membrane lipoprotein Pal,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,cpob,b0742,M9_glucose,2747.235795,0.1287449747895507,poorly characterized,general function prediction only,R,cell division coordinator CpoB,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,nada,b0750,M9_glucose,624.8768546,0.03966722022261927,metabolism,coenzyme transport and metabolism,H,quinolinate synthase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,ybgs,b0753,M9_glucose,0.0,0.0,Not Assigned,Not Assigned,Not Assigned,PF13985 family protein YbgS,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,gpma,b0755,M9_glucose,68466.2841,3.245504526540936,metabolism,carbohydrate transport and metabolism,G,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase",0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,galm,b0756,M9_glucose,3584.871453,0.2272643597115162,metabolism,carbohydrate transport and metabolism,G,galactose-1-epimerase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,galk,b0757,M9_glucose,689.2382991000001,0.047415266561561656,metabolism,carbohydrate transport and metabolism,G,GALACTOKIN-MONOMER,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,galt,b0758,M9_glucose,110.5408899,0.007274956840819163,metabolism,carbohydrate transport and metabolism,G,galactose-1-phosphate uridylyltransferase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,gale,b0759,M9_glucose,3424.1857210000003,0.21181978628248793,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,UDP-glucose 4-epimerase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,modf,b0760,M9_glucose,688.7480714,0.06235219760430486,metabolism,inorganic ion transport and metabolism,P,ABC family protein ModF,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,mode,b0761,M9_glucose,101.91941949999999,0.004784755950779969,information storage and processing,transcription,K,DNA-binding transcriptional dual regulator ModE,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,moda,b0763,M9_glucose,1617.751271,0.07348512199420905,metabolism,inorganic ion transport and metabolism,P,molybdate ABC transporter periplasmic binding protein,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,modc,b0765,M9_glucose,0.0,0.0,metabolism,inorganic ion transport and metabolism,P,molybdate ABC transporter ATP binding subunit,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,ybha,b0766,M9_glucose,1490.401019,0.07471925795019954,poorly characterized,general function prediction only,R,"pyridoxal phosphate/fructose-1,6-bisphosphate phosphatase",0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,pgl,b0767,M9_glucose,9846.712736,0.5934739803910221,metabolism,carbohydrate transport and metabolism,G,6PGLUCONOLACT-MONOMER,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,ybhc,b0772,M9_glucose,3892.8433619999996,0.2977874129607554,metabolism,carbohydrate transport and metabolism,G,outer membrane lipoprotein YhbC,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,ybhb,b0773,M9_glucose,1665.248884,0.0472282901240124,poorly characterized,general function prediction only,R,putative kinase inhibitor,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,bioa,b0774,M9_glucose,2147.4150210000003,0.168739062140533,metabolism,coenzyme transport and metabolism,H,adenosylmethionine-8-amino-7-oxononanoate aminotransferase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
0,biob,b0775,M9_glucose,417.78290400000003,0.026803146298494725,metabolism,coenzyme transport and metabolism,H,biotin synthase,0.6931471805599453,0.703927489732224,soufi_2015,Soufi et al. 2015,BW25113
