,gene_name,b_number,condition,reported_tot_per_cell,reported_fg_per_cell,cog_class,cog_category,cog_letter,gene_product,growth_rate_hr,go_terms,corrected_volume,tot_per_cell,fg_per_cell,dataset,dataset_name,strain
0,argt,b2310,glucose_minimal,3811.0,0.17708466992,cellular processes and signaling,signal transduction mechanisms,T,lysine/arginine/ornithine ABC transporter periplasmic binding protein,0.49,GO:0071705; GO:0006995; GO:0009267; GO:0071294; GO:1902022; GO:1902023; GO:0015822; GO:0030288; GO:0042597; GO:0006865,0.5372640050256902,3718.9427090126674,0.17280706955573308,valgepea_2013,Valgepea et al. 2013,MG1655
0,arna,b2255,glucose_minimal,90.0,0.011098776599999999,information storage and processing,"translation, ribosomal structure and biogenesis",J,fused UDP-4-amino-4-deoxy-L-arabinose formyltransferase/UDP-glucuronate dehydrogenase,0.11,GO:0046493; GO:0016742; GO:0016616; GO:0009058; GO:0032991; GO:0005515; GO:0048040; GO:0099619; GO:0099618; GO:0042802; GO:2001315; GO:0005829; GO:0070403; GO:0033320; GO:0016740; GO:0016491; GO:0009103; GO:0008152; GO:0006629; GO:0003824; GO:0050662; GO:0055114; GO:0046677; GO:0009245,0.32411215171614943,126.34611621371675,0.015580970201485331,valgepea_2013,Valgepea et al. 2013,MG1655
0,arnb,b2253,glucose_minimal,316.0,0.022156365280000003,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,G7166-MONOMER,0.11,GO:0046493; GO:0000271; GO:0099620; GO:0016740; GO:0003824; GO:0006629; GO:0005829; GO:0046677; GO:0030170; GO:0009103; GO:0008483; GO:0009245; GO:0005737,0.32411215171614943,443.6152524837166,0.031104118917115987,valgepea_2013,Valgepea et al. 2013,MG1655
0,arnc,b2254,glucose_minimal,53.0,0.00319710522,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,G7167-MONOMER,0.11,GO:0099621; GO:0016740; GO:0006629; GO:0036108; GO:0005886; GO:0046677; GO:0016780; GO:0016757; GO:0016021; GO:0016020; GO:0009245; GO:0009103,0.32411215171614943,74.40382399252208,0.004488242529706672,valgepea_2013,Valgepea et al. 2013,MG1655
0,arnc,b2254,glucose_minimal,93.0,0.00561001482,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,G7167-MONOMER,0.21,GO:0099621; GO:0016740; GO:0006629; GO:0036108; GO:0005886; GO:0046677; GO:0016780; GO:0016757; GO:0016021; GO:0016020; GO:0009245; GO:0009103,0.37021710475679415,112.94613130159166,0.006813220112511774,valgepea_2013,Valgepea et al. 2013,MG1655
0,arnc,b2254,glucose_minimal,92.0,0.00554969208,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,G7167-MONOMER,0.4,GO:0099621; GO:0016740; GO:0006629; GO:0036108; GO:0005886; GO:0046677; GO:0016780; GO:0016757; GO:0016021; GO:0016020; GO:0009245; GO:0009103,0.4766534005426988,91.4836022062538,0.0055185415501512744,valgepea_2013,Valgepea et al. 2013,MG1655
0,arnc,b2254,glucose_minimal,100.0,0.006032274,cellular processes and signaling,cell wall/membrane/envelope biogenesis,M,G7167-MONOMER,0.49,GO:0099621; GO:0016740; GO:0006629; GO:0036108; GO:0005886; GO:0046677; GO:0016780; GO:0016757; GO:0016021; GO:0016020; GO:0009245; GO:0009103,0.5372640050256902,97.58443214412667,0.005886560328277795,valgepea_2013,Valgepea et al. 2013,MG1655
0,aroa,b0908,glucose_minimal,290.0,0.022190614399999996,metabolism,amino acid transport and metabolism,E,AROA-MONOMER,0.11,GO:0005829; GO:0016765; GO:0003824; GO:0016740; GO:0009073; GO:0008652; GO:0005737; GO:0003866; GO:0009423,0.32411215171614943,407.11526335530954,0.031152199398179734,valgepea_2013,Valgepea et al. 2013,MG1655
0,aroa,b0908,glucose_minimal,361.0,0.027623488959999994,metabolism,amino acid transport and metabolism,E,AROA-MONOMER,0.21,GO:0005829; GO:0016765; GO:0003824; GO:0016740; GO:0009073; GO:0008652; GO:0005737; GO:0003866; GO:0009423,0.37021710475679415,438.42530537499556,0.03354802377509921,valgepea_2013,Valgepea et al. 2013,MG1655
0,aroa,b0908,glucose_minimal,547.0,0.04185608991999999,metabolism,amino acid transport and metabolism,E,AROA-MONOMER,0.31,GO:0005829; GO:0016765; GO:0003824; GO:0016740; GO:0009073; GO:0008652; GO:0005737; GO:0003866; GO:0009423,0.42288048729051664,563.6926961325177,0.04313340434473471,valgepea_2013,Valgepea et al. 2013,MG1655
0,aroa,b0908,glucose_minimal,767.0,0.05869034911999999,metabolism,amino acid transport and metabolism,E,AROA-MONOMER,0.4,GO:0005829; GO:0016765; GO:0003824; GO:0016740; GO:0009073; GO:0008652; GO:0005737; GO:0003866; GO:0009423,0.4766534005426988,762.694814045616,0.05836091904608954,valgepea_2013,Valgepea et al. 2013,MG1655
0,aroa,b0908,glucose_minimal,1185.0,0.09067544159999999,metabolism,amino acid transport and metabolism,E,AROA-MONOMER,0.49,GO:0005829; GO:0016765; GO:0003824; GO:0016740; GO:0009073; GO:0008652; GO:0005737; GO:0003866; GO:0009423,0.5372640050256902,1156.375520907901,0.08848511477953919,valgepea_2013,Valgepea et al. 2013,MG1655
0,arob,b3389,glucose_minimal,340.0,0.0219444364,metabolism,amino acid transport and metabolism,E,AROB-MONOMER,0.11,GO:0046872; GO:0000166; GO:0016838; GO:0005829; GO:0005515; GO:0016829; GO:0070403; GO:0008270; GO:0009073; GO:0008652; GO:0005737; GO:0003856; GO:0009423,0.32411215171614943,477.3075501407077,0.03080660346265462,valgepea_2013,Valgepea et al. 2013,MG1655
0,arob,b3389,glucose_minimal,447.0,0.028850479619999998,metabolism,amino acid transport and metabolism,E,AROB-MONOMER,0.21,GO:0046872; GO:0000166; GO:0016838; GO:0005829; GO:0005515; GO:0016829; GO:0070403; GO:0008270; GO:0009073; GO:0008652; GO:0005737; GO:0003856; GO:0009423,0.37021710475679415,542.8701149657147,0.035038172680370044,valgepea_2013,Valgepea et al. 2013,MG1655
0,arob,b3389,glucose_minimal,557.0,0.03595015022,metabolism,amino acid transport and metabolism,E,AROB-MONOMER,0.31,GO:0046872; GO:0000166; GO:0016838; GO:0005829; GO:0005515; GO:0016829; GO:0070403; GO:0008270; GO:0009073; GO:0008652; GO:0005737; GO:0003856; GO:0009423,0.42288048729051664,573.9978642519421,0.0370472341935664,valgepea_2013,Valgepea et al. 2013,MG1655
0,arob,b3389,glucose_minimal,522.0,0.03369116412,metabolism,amino acid transport and metabolism,E,AROB-MONOMER,0.4,GO:0046872; GO:0000166; GO:0016838; GO:0005829; GO:0005515; GO:0016829; GO:0070403; GO:0008270; GO:0009073; GO:0008652; GO:0005737; GO:0003856; GO:0009423,0.4766534005426988,519.0700038224401,0.033502054958909684,valgepea_2013,Valgepea et al. 2013,MG1655
0,arob,b3389,glucose_minimal,581.0,0.03749916926,metabolism,amino acid transport and metabolism,E,AROB-MONOMER,0.49,GO:0046872; GO:0000166; GO:0016838; GO:0005829; GO:0005515; GO:0016829; GO:0070403; GO:0008270; GO:0009073; GO:0008652; GO:0005737; GO:0003856; GO:0009423,0.5372640050256902,566.9655507573759,0.036593351381135904,valgepea_2013,Valgepea et al. 2013,MG1655
0,aroc,b2329,glucose_minimal,298.0,0.019360291159999998,metabolism,amino acid transport and metabolism,E,chorismate synthase,0.11,GO:0010181; GO:0005829; GO:0042802; GO:0016829; GO:0009073; GO:0008652; GO:0004107; GO:0009423,0.32411215171614943,418.3460292409732,0.027178862187030584,valgepea_2013,Valgepea et al. 2013,MG1655
0,aroc,b2329,glucose_minimal,372.0,0.02416788024,metabolism,amino acid transport and metabolism,E,chorismate synthase,0.21,GO:0010181; GO:0005829; GO:0042802; GO:0016829; GO:0009073; GO:0008652; GO:0004107; GO:0009423,0.37021710475679415,451.78452520636665,0.029351274998582606,valgepea_2013,Valgepea et al. 2013,MG1655
0,aroc,b2329,glucose_minimal,580.0,0.037681103599999995,metabolism,amino acid transport and metabolism,E,chorismate synthase,0.31,GO:0010181; GO:0005829; GO:0042802; GO:0016829; GO:0009073; GO:0008652; GO:0004107; GO:0009423,0.42288048729051664,597.6997509266183,0.038831010752345,valgepea_2013,Valgepea et al. 2013,MG1655
0,aroc,b2329,glucose_minimal,399.0,0.025922000579999997,metabolism,amino acid transport and metabolism,E,chorismate synthase,0.4,GO:0010181; GO:0005829; GO:0042802; GO:0016829; GO:0009073; GO:0008652; GO:0004107; GO:0009423,0.4766534005426988,396.7604052206007,0.025776499885336958,valgepea_2013,Valgepea et al. 2013,MG1655
0,aroc,b2329,glucose_minimal,704.0,0.045737063679999995,metabolism,amino acid transport and metabolism,E,chorismate synthase,0.49,GO:0010181; GO:0005829; GO:0042802; GO:0016829; GO:0009073; GO:0008652; GO:0004107; GO:0009423,0.5372640050256902,686.9944022946516,0.0446322538715256,valgepea_2013,Valgepea et al. 2013,MG1655
0,arod,b1693,glucose_minimal,149.0,0.00679368778,metabolism,amino acid transport and metabolism,E,3-dehydroquinate dehydratase,0.11,GO:0042803; GO:0046279; GO:0005829; GO:0003824; GO:0016829; GO:0009073; GO:0008652; GO:0003855; GO:0009423,0.32411215171614943,209.1730146204866,0.009537289619684303,valgepea_2013,Valgepea et al. 2013,MG1655
0,arod,b1693,glucose_minimal,221.0,0.01007654362,metabolism,amino acid transport and metabolism,E,3-dehydroquinate dehydratase,0.21,GO:0042803; GO:0046279; GO:0005829; GO:0003824; GO:0016829; GO:0009073; GO:0008652; GO:0003855; GO:0009423,0.37021710475679415,268.3988711575457,0.012237705578179953,valgepea_2013,Valgepea et al. 2013,MG1655
0,arod,b1693,glucose_minimal,248.0,0.01130761456,metabolism,amino acid transport and metabolism,E,3-dehydroquinate dehydratase,0.31,GO:0042803; GO:0046279; GO:0005829; GO:0003824; GO:0016829; GO:0009073; GO:0008652; GO:0003855; GO:0009423,0.42288048729051664,255.5681693617265,0.011652686907045177,valgepea_2013,Valgepea et al. 2013,MG1655
0,arod,b1693,glucose_minimal,235.0,0.0107148767,metabolism,amino acid transport and metabolism,E,3-dehydroquinate dehydratase,0.4,GO:0042803; GO:0046279; GO:0005829; GO:0003824; GO:0016829; GO:0009073; GO:0008652; GO:0003855; GO:0009423,0.4766534005426988,233.6809404181483,0.010654733888172363,valgepea_2013,Valgepea et al. 2013,MG1655
0,arod,b1693,glucose_minimal,295.0,0.0134505899,metabolism,amino acid transport and metabolism,E,3-dehydroquinate dehydratase,0.49,GO:0042803; GO:0046279; GO:0005829; GO:0003824; GO:0016829; GO:0009073; GO:0008652; GO:0003855; GO:0009423,0.5372640050256902,287.87407482517364,0.013125681773950255,valgepea_2013,Valgepea et al. 2013,MG1655
0,aroe,b3281,glucose_minimal,79.0,0.0038573519600000002,metabolism,amino acid transport and metabolism,E,AROE-MONOMER,0.11,GO:0033587; GO:0005515; GO:0005829; GO:0050661; GO:0019632; GO:0000166; GO:0055114; GO:0016491; GO:0009073; GO:0008652; GO:0004764; GO:0009423,0.32411215171614943,110.90381312092914,0.005415127100170757,valgepea_2013,Valgepea et al. 2013,MG1655
0,aroe,b3281,glucose_minimal,93.0,0.00454093332,metabolism,amino acid transport and metabolism,E,AROE-MONOMER,0.21,GO:0033587; GO:0005515; GO:0005829; GO:0050661; GO:0019632; GO:0000166; GO:0055114; GO:0016491; GO:0009073; GO:0008652; GO:0004764; GO:0009423,0.37021710475679415,112.94613130159166,0.005514847860134327,valgepea_2013,Valgepea et al. 2013,MG1655
0,aroe,b3281,glucose_minimal,133.0,0.00649402292,metabolism,amino acid transport and metabolism,E,AROE-MONOMER,0.31,GO:0033587; GO:0005515; GO:0005829; GO:0050661; GO:0019632; GO:0000166; GO:0055114; GO:0016491; GO:0009073; GO:0008652; GO:0004764; GO:0009423,0.42288048729051664,137.05873598834523,0.00669219979619957,valgepea_2013,Valgepea et al. 2013,MG1655
0,aroe,b3281,glucose_minimal,167.0,0.00815414908,metabolism,amino acid transport and metabolism,E,AROE-MONOMER,0.4,GO:0033587; GO:0005515; GO:0005829; GO:0050661; GO:0019632; GO:0000166; GO:0055114; GO:0016491; GO:0009073; GO:0008652; GO:0004764; GO:0009423,0.4766534005426988,166.0626257439607,0.008108379682230549,valgepea_2013,Valgepea et al. 2013,MG1655
0,aroe,b3281,glucose_minimal,229.0,0.01118143796,metabolism,amino acid transport and metabolism,E,AROE-MONOMER,0.49,GO:0033587; GO:0005515; GO:0005829; GO:0050661; GO:0019632; GO:0000166; GO:0055114; GO:0016491; GO:0009073; GO:0008652; GO:0004764; GO:0009423,0.5372640050256902,223.46834961005004,0.01091134273881382,valgepea_2013,Valgepea et al. 2013,MG1655
0,arof,b2601,glucose_minimal,241.0,0.01552392824,metabolism,amino acid transport and metabolism,E,"3-deoxy-7-phosphoheptulonate synthase, Tyr-sensitive",0.11,GO:0005737; GO:0005829; GO:0009058; GO:0042802; GO:0003824; GO:0016740; GO:0009073; GO:0008652; GO:0003849; GO:0009423,0.32411215171614943,338.3268223056193,0.02179320046116044,valgepea_2013,Valgepea et al. 2013,MG1655
0,arog,b0754,glucose_minimal,963.0,0.06076042722,metabolism,amino acid transport and metabolism,E,"3-deoxy-7-phosphoheptulonate synthase, Phe-sensitive",0.11,GO:0005737; GO:0005829; GO:0042802; GO:0009058; GO:0003824; GO:0009423; GO:0016740; GO:0009073; GO:0008652; GO:0003849,0.32411215171614943,1351.9034434867692,0.08529826665259109,valgepea_2013,Valgepea et al. 2013,MG1655
0,arog,b0754,glucose_minimal,1710.0,0.1078923474,metabolism,amino acid transport and metabolism,E,"3-deoxy-7-phosphoheptulonate synthase, Phe-sensitive",0.21,GO:0005737; GO:0005829; GO:0042802; GO:0009058; GO:0003824; GO:0009423; GO:0016740; GO:0009073; GO:0008652; GO:0003849,0.37021710475679415,2076.751446513137,0.13103250791265958,valgepea_2013,Valgepea et al. 2013,MG1655
0,arog,b0754,glucose_minimal,2622.0,0.16543493268,metabolism,amino acid transport and metabolism,E,"3-deoxy-7-phosphoheptulonate synthase, Phe-sensitive",0.31,GO:0005737; GO:0005829; GO:0042802; GO:0009058; GO:0003824; GO:0009423; GO:0016740; GO:0009073; GO:0008652; GO:0003849,0.42288048729051664,2702.015080913092,0.1704834794093067,valgepea_2013,Valgepea et al. 2013,MG1655
0,arog,b0754,glucose_minimal,4562.0,0.28783911628000003,metabolism,amino acid transport and metabolism,E,"3-deoxy-7-phosphoheptulonate synthase, Phe-sensitive",0.4,GO:0005737; GO:0005829; GO:0042802; GO:0009058; GO:0003824; GO:0009423; GO:0016740; GO:0009073; GO:0008652; GO:0003849,0.4766534005426988,4536.393405053585,0.2862234697082517,valgepea_2013,Valgepea et al. 2013,MG1655
0,arog,b0754,glucose_minimal,6275.0,0.39592074850000003,metabolism,amino acid transport and metabolism,E,"3-deoxy-7-phosphoheptulonate synthase, Phe-sensitive",0.49,GO:0005737; GO:0005829; GO:0042802; GO:0009058; GO:0003824; GO:0009423; GO:0016740; GO:0009073; GO:0008652; GO:0003849,0.5372640050256902,6123.423117043948,0.3863570141645009,valgepea_2013,Valgepea et al. 2013,MG1655
0,arok,b3390,glucose_minimal,372.0,0.01206510576,metabolism,amino acid transport and metabolism,E,shikimate kinase 1,0.11,GO:0046677; GO:0019632; GO:0005829; GO:0000287; GO:0016310; GO:0046872; GO:0016740; GO:0016301; GO:0009073; GO:0008652; GO:0005737; GO:0005524; GO:0000166; GO:0004765; GO:0009423,0.32411215171614943,522.2306136833625,0.016937547272041595,valgepea_2013,Valgepea et al. 2013,MG1655
0,arok,b3390,glucose_minimal,496.0,0.01608680768,metabolism,amino acid transport and metabolism,E,shikimate kinase 1,0.21,GO:0046677; GO:0019632; GO:0005829; GO:0000287; GO:0016310; GO:0046872; GO:0016740; GO:0016301; GO:0009073; GO:0008652; GO:0005737; GO:0005524; GO:0000166; GO:0004765; GO:0009423,0.37021710475679415,602.3793669418221,0.01953701819837347,valgepea_2013,Valgepea et al. 2013,MG1655
0,arok,b3390,glucose_minimal,723.0,0.02344911684,metabolism,amino acid transport and metabolism,E,shikimate kinase 1,0.31,GO:0046677; GO:0019632; GO:0005829; GO:0000287; GO:0016310; GO:0046872; GO:0016740; GO:0016301; GO:0009073; GO:0008652; GO:0005737; GO:0005524; GO:0000166; GO:0004765; GO:0009423,0.42288048729051664,745.063655034388,0.02416470912882271,valgepea_2013,Valgepea et al. 2013,MG1655
0,arok,b3390,glucose_minimal,897.0,0.029092472759999998,metabolism,amino acid transport and metabolism,E,shikimate kinase 1,0.4,GO:0046677; GO:0019632; GO:0005829; GO:0000287; GO:0016310; GO:0046872; GO:0016740; GO:0016301; GO:0009073; GO:0008652; GO:0005737; GO:0005524; GO:0000166; GO:0004765; GO:0009423,0.4766534005426988,891.9651215109747,0.028929176143175157,valgepea_2013,Valgepea et al. 2013,MG1655
0,arok,b3390,glucose_minimal,1298.0,0.04209813784,metabolism,amino acid transport and metabolism,E,shikimate kinase 1,0.49,GO:0046677; GO:0019632; GO:0005829; GO:0000287; GO:0016310; GO:0046872; GO:0016740; GO:0016301; GO:0009073; GO:0008652; GO:0005737; GO:0005524; GO:0000166; GO:0004765; GO:0009423,0.5372640050256902,1266.645929230764,0.041081228754415715,valgepea_2013,Valgepea et al. 2013,MG1655
0,arol,b0388,glucose_minimal,183.0,0.00581769078,metabolism,amino acid transport and metabolism,E,shikimate kinase 2,0.11,GO:0019632; GO:0000287; GO:0005829; GO:0016310; GO:0046872; GO:0016740; GO:0016301; GO:0009073; GO:0008652; GO:0005524; GO:0000166; GO:0004765; GO:0009423; GO:0005737,0.32411215171614943,256.9037696345574,0.008167140393170538,valgepea_2013,Valgepea et al. 2013,MG1655
0,arol,b0388,glucose_minimal,277.0,0.008806012819999999,metabolism,amino acid transport and metabolism,E,shikimate kinase 2,0.21,GO:0019632; GO:0000287; GO:0005829; GO:0016310; GO:0046872; GO:0016740; GO:0016301; GO:0009073; GO:0008652; GO:0005524; GO:0000166; GO:0004765; GO:0009423; GO:0005737,0.37021710475679415,336.4094448445257,0.010694678281841067,valgepea_2013,Valgepea et al. 2013,MG1655
0,arol,b0388,glucose_minimal,399.0,0.012684473339999999,metabolism,amino acid transport and metabolism,E,shikimate kinase 2,0.31,GO:0019632; GO:0000287; GO:0005829; GO:0016310; GO:0046872; GO:0016740; GO:0016301; GO:0009073; GO:0008652; GO:0005524; GO:0000166; GO:0004765; GO:0009423; GO:0005737,0.42288048729051664,411.17620796503576,0.01307156302750574,valgepea_2013,Valgepea et al. 2013,MG1655
0,arol,b0388,glucose_minimal,399.0,0.012684473339999999,metabolism,amino acid transport and metabolism,E,shikimate kinase 2,0.4,GO:0019632; GO:0000287; GO:0005829; GO:0016310; GO:0046872; GO:0016740; GO:0016301; GO:0009073; GO:0008652; GO:0005524; GO:0000166; GO:0004765; GO:0009423; GO:0005737,0.4766534005426988,396.7604052206007,0.012613275143830342,valgepea_2013,Valgepea et al. 2013,MG1655
0,arol,b0388,glucose_minimal,403.0,0.01281163598,metabolism,amino acid transport and metabolism,E,shikimate kinase 2,0.49,GO:0019632; GO:0000287; GO:0005829; GO:0016310; GO:0046872; GO:0016740; GO:0016301; GO:0009073; GO:0008652; GO:0005524; GO:0000166; GO:0004765; GO:0009423; GO:0005737,0.5372640050256902,393.2652615408304,0.012502162219455618,valgepea_2013,Valgepea et al. 2013,MG1655
0,arom,b0390,glucose_minimal,319.0,0.01319454818,Not Assigned,Not Assigned,Not Assigned,protein AroM,0.11,GO:0005829,0.32411215171614943,447.8267896908404,0.018523110197086273,valgepea_2013,Valgepea et al. 2013,MG1655
0,arom,b0390,glucose_minimal,306.0,0.012656839319999998,Not Assigned,Not Assigned,Not Assigned,protein AroM,0.21,GO:0005829,0.37021710475679415,371.62920621814027,0.015371408986020083,valgepea_2013,Valgepea et al. 2013,MG1655
0,arom,b0390,glucose_minimal,239.0,0.00988557058,Not Assigned,Not Assigned,Not Assigned,protein AroM,0.4,GO:0005829,0.4766534005426988,237.65848834015935,0.009830082679593106,valgepea_2013,Valgepea et al. 2013,MG1655
0,arop,b0112,glucose_minimal,281.0,0.023178397400000002,metabolism,amino acid transport and metabolism,E,aromatic amino acid:H+ symporter AroP,0.11,GO:0055085; GO:0022857; GO:0016021; GO:0016020; GO:0006865; GO:0005886; GO:0015823; GO:0015827; GO:0015828; GO:0015192; GO:0015196; GO:0005302; GO:0005887,0.32411215171614943,394.48065173393786,0.03253889435053456,valgepea_2013,Valgepea et al. 2013,MG1655
0,arop,b0112,glucose_minimal,428.0,0.035303751200000004,metabolism,amino acid transport and metabolism,E,aromatic amino acid:H+ symporter AroP,0.21,GO:0055085; GO:0022857; GO:0016021; GO:0016020; GO:0006865; GO:0005886; GO:0015823; GO:0015827; GO:0015828; GO:0015192; GO:0015196; GO:0005302; GO:0005887,0.37021710475679415,519.7950988933466,0.04287550665025725,valgepea_2013,Valgepea et al. 2013,MG1655
0,arop,b0112,glucose_minimal,650.0,0.053615510000000005,metabolism,amino acid transport and metabolism,E,aromatic amino acid:H+ symporter AroP,0.31,GO:0055085; GO:0022857; GO:0016021; GO:0016020; GO:0006865; GO:0005886; GO:0015823; GO:0015827; GO:0015828; GO:0015192; GO:0015196; GO:0005302; GO:0005887,0.42288048729051664,669.8359277625894,0.05525168443586831,valgepea_2013,Valgepea et al. 2013,MG1655
0,arop,b0112,glucose_minimal,660.0,0.054440364000000005,metabolism,amino acid transport and metabolism,E,aromatic amino acid:H+ symporter AroP,0.4,GO:0055085; GO:0022857; GO:0016021; GO:0016020; GO:0006865; GO:0005886; GO:0015823; GO:0015827; GO:0015828; GO:0015192; GO:0015196; GO:0005302; GO:0005887,0.4766534005426988,656.2954071318209,0.054134789175431096,valgepea_2013,Valgepea et al. 2013,MG1655
0,arop,b0112,glucose_minimal,687.0,0.05666746980000001,metabolism,amino acid transport and metabolism,E,aromatic amino acid:H+ symporter AroP,0.49,GO:0055085; GO:0022857; GO:0016021; GO:0016020; GO:0006865; GO:0005886; GO:0015823; GO:0015827; GO:0015828; GO:0015192; GO:0015196; GO:0005302; GO:0005887,0.5372640050256902,670.4050488301501,0.05529862861477448,valgepea_2013,Valgepea et al. 2013,MG1655
0,arti,b0863,glucose_minimal,2420.0,0.10818319600000001,cellular processes and signaling,signal transduction mechanisms,T,putative ABC transporter periplasmic binding protein ArtI,0.11,GO:0034220; GO:0015276; GO:0071705; GO:0016020; GO:0006865; GO:0030288; GO:0042597,0.32411215171614943,3397.3066804132727,0.15187251837985888,valgepea_2013,Valgepea et al. 2013,MG1655
0,arti,b0863,glucose_minimal,2476.0,0.11068660880000002,cellular processes and signaling,signal transduction mechanisms,T,putative ABC transporter periplasmic binding protein ArtI,0.21,GO:0034220; GO:0015276; GO:0071705; GO:0016020; GO:0006865; GO:0030288; GO:0042597,0.37021710475679415,3007.038936588612,0.13442606721347003,valgepea_2013,Valgepea et al. 2013,MG1655
0,arti,b0863,glucose_minimal,3666.0,0.16388413080000003,cellular processes and signaling,signal transduction mechanisms,T,putative ABC transporter periplasmic binding protein ArtI,0.31,GO:0034220; GO:0015276; GO:0071705; GO:0016020; GO:0006865; GO:0030288; GO:0042597,0.42288048729051664,3777.874632581005,0.16888535199997476,valgepea_2013,Valgepea et al. 2013,MG1655
0,arti,b0863,glucose_minimal,4677.0,0.20907967260000002,cellular processes and signaling,signal transduction mechanisms,T,putative ABC transporter periplasmic binding protein ArtI,0.4,GO:0034220; GO:0015276; GO:0071705; GO:0016020; GO:0006865; GO:0030288; GO:0042597,0.4766534005426988,4650.747907811403,0.20790610432121942,valgepea_2013,Valgepea et al. 2013,MG1655
0,arti,b0863,glucose_minimal,4641.0,0.20747033580000002,cellular processes and signaling,signal transduction mechanisms,T,putative ABC transporter periplasmic binding protein ArtI,0.49,GO:0034220; GO:0015276; GO:0071705; GO:0016020; GO:0006865; GO:0030288; GO:0042597,0.5372640050256902,4528.8934958089185,0.20245874905794276,valgepea_2013,Valgepea et al. 2013,MG1655
0,artj,b0860,glucose_minimal,1485.0,0.0661361679,cellular processes and signaling,signal transduction mechanisms,T,L-arginine ABC transporter periplasmic binding protein,0.11,GO:0015276; GO:0071705; GO:0016020; GO:0016597; GO:0015809; GO:0097638; GO:0006865; GO:0030288; GO:0034618; GO:0042597,0.32411215171614943,2084.7109175263263,0.09284497728248092,valgepea_2013,Valgepea et al. 2013,MG1655
0,artj,b0860,glucose_minimal,2674.0,0.11908963836000001,cellular processes and signaling,signal transduction mechanisms,T,L-arginine ABC transporter periplasmic binding protein,0.21,GO:0015276; GO:0071705; GO:0016020; GO:0016597; GO:0015809; GO:0097638; GO:0006865; GO:0030288; GO:0034618; GO:0042597,0.37021710475679415,3247.504893553291,0.1446313325899745,valgepea_2013,Valgepea et al. 2013,MG1655
0,artj,b0860,glucose_minimal,5137.0,0.22878215118000003,cellular processes and signaling,signal transduction mechanisms,T,L-arginine ABC transporter periplasmic binding protein,0.31,GO:0015276; GO:0071705; GO:0016020; GO:0016597; GO:0015809; GO:0097638; GO:0006865; GO:0030288; GO:0034618; GO:0042597,0.42288048729051664,5293.764862948342,0.2357638530633482,valgepea_2013,Valgepea et al. 2013,MG1655
0,artj,b0860,glucose_minimal,5474.0,0.24379083036000002,cellular processes and signaling,signal transduction mechanisms,T,L-arginine ABC transporter periplasmic binding protein,0.4,GO:0015276; GO:0071705; GO:0016020; GO:0016597; GO:0015809; GO:0097638; GO:0006865; GO:0030288; GO:0034618; GO:0042597,0.4766534005426988,5443.274331272101,0.2424224276759407,valgepea_2013,Valgepea et al. 2013,MG1655
0,artj,b0860,glucose_minimal,12005.0,0.5346563607000001,cellular processes and signaling,signal transduction mechanisms,T,L-arginine ABC transporter periplasmic binding protein,0.49,GO:0015276; GO:0071705; GO:0016020; GO:0016597; GO:0015809; GO:0097638; GO:0006865; GO:0030288; GO:0034618; GO:0042597,0.5372640050256902,11715.011078902406,0.5217413735115487,valgepea_2013,Valgepea et al. 2013,MG1655
0,artp,b0864,glucose_minimal,247.0,0.01107956044,metabolism,amino acid transport and metabolism,E,L-arginine ABC transporter ATP binding subunit,0.11,GO:0015424; GO:0003333; GO:0097638; GO:0055052; GO:0016887; GO:0016787; GO:0005886; GO:0016020; GO:0006865; GO:0005524; GO:0000166; GO:0015426,0.32411215171614943,346.7498967198671,0.015553993677212653,valgepea_2013,Valgepea et al. 2013,MG1655
0,artp,b0864,glucose_minimal,296.0,0.01327752992,metabolism,amino acid transport and metabolism,E,L-arginine ABC transporter ATP binding subunit,0.31,GO:0015424; GO:0003333; GO:0097638; GO:0055052; GO:0016887; GO:0016787; GO:0005886; GO:0016020; GO:0006865; GO:0005524; GO:0000166; GO:0015426,0.42288048729051664,305.03297633496385,0.013682717803628832,valgepea_2013,Valgepea et al. 2013,MG1655
0,artp,b0864,glucose_minimal,306.0,0.01372609512,metabolism,amino acid transport and metabolism,E,L-arginine ABC transporter ATP binding subunit,0.4,GO:0015424; GO:0003333; GO:0097638; GO:0055052; GO:0016887; GO:0016787; GO:0005886; GO:0016020; GO:0006865; GO:0005524; GO:0000166; GO:0015426,0.4766534005426988,304.2824160338442,0.013649050280470452,valgepea_2013,Valgepea et al. 2013,MG1655
0,artp,b0864,glucose_minimal,411.0,0.01843602972,metabolism,amino acid transport and metabolism,E,L-arginine ABC transporter ATP binding subunit,0.49,GO:0015424; GO:0003333; GO:0097638; GO:0055052; GO:0016887; GO:0016787; GO:0005886; GO:0016020; GO:0006865; GO:0005524; GO:0000166; GO:0015426,0.5372640050256902,401.0720161123606,0.017990694912184427,valgepea_2013,Valgepea et al. 2013,MG1655
